bank,base,cell_index,kind,order,n,pi_label,target_depth,replicate,seed
validation,257841043574753,3,tier1,2,128,low,0.1,25,1997740440
validation,257841043574753,3,tier1,2,128,low,0.1,26,299703597
validation,257841043574753,3,tier1,2,128,low,0.1,27,978378485
validation,257841043574753,3,tier1,2,128,low,0.1,28,1006806203
validation,257841043574753,3,tier1,2,128,low,0.1,29,66149893
validation,257841043574753,3,tier1,2,128,low,0.1,30,2849459070
validation,257841043574753,3,tier1,2,128,low,0.1,31,4155652197
validation,257841043574753,3,tier1,2,128,low,0.1,32,827928867
validation,257841043574753,3,tier1,2,128,low,0.1,33,3198658196
validation,257841043574753,3,tier1,2,128,low,0.1,34,1682542576
validation,257841043574753,3,tier1,2,128,low,0.1,35,4047730390
validation,257841043574753,3,tier1,2,128,low,0.1,36,1300852180
validation,257841043574753,3,tier1,2,128,low,0.1,37,2476286112
validation,257841043574753,3,tier1,2,128,low,0.1,38,3635114499
validation,257841043574753,3,tier1,2,128,low,0.1,39,212400137
validation,257841043574753,3,tier1,2,128,low,0.1,40,846400683
validation,257841043574753,3,tier1,2,128,low,0.1,41,2671869277
validation,257841043574753,3,tier1,2,128,low,0.1,42,2241056797
validation,257841043574753,3,tier1,2,128,low,0.1,43,2727906211
validation,257841043574753,3,tier1,2,128,low,0.1,44,28041066
validation,257841043574753,3,tier1,2,128,low,0.1,45,2329837608
validation,257841043574753,3,tier1,2,128,low,0.1,46,1127408991
validation,257841043574753,3,tier1,2,128,low,0.1,47,405527277
validation,257841043574753,3,tier1,2,128,low,0.1,48,4209698840
validation,257841043574753,3,tier1,2,128,low,0.1,49,3034279613
validation,257841043574753,3,tier1,2,128,low,0.1,50,144217509
validation,257841043574753,3,tier1,2,128,low,0.1,51,3316398223
validation,257841043574753,3,tier1,2,128,low,0.1,52,2500319501
validation,257841043574753,3,tier1,2,128,low,0.1,53,3403355594
validation,257841043574753,3,tier1,2,128,low,0.1,54,2025333995
validation,257841043574753,3,tier1,2,128,low,0.1,55,1001134786
validation,257841043574753,3,tier1,2,128,low,0.1,56,4185923911
validation,257841043574753,3,tier1,2,128,low,0.1,57,2397431642
validation,257841043574753,3,tier1,2,128,low,0.1,58,2371605107
validation,257841043574753,3,tier1,2,128,low,0.1,59,9641525
validation,257841043574753,3,tier1,2,128,low,0.1,60,3172087331
validation,257841043574753,3,tier1,2,128,low,0.1,61,1833233993
validation,257841043574753,3,tier1,2,128,low,0.1,62,1220072393
validation,257841043574753,3,tier1,2,128,low,0.1,63,4082880515
validation,257841043574753,3,tier1,2,128,low,0.1,64,1858917889
validation,257841043574753,3,tier1,2,128,low,0.1,65,4196032533
validation,257841043574753,3,tier1,2,128,low,0.1,66,4056350583
validation,257841043574753,3,tier1,2,128,low,0.1,67,916610986
validation,257841043574753,3,tier1,2,128,low,0.1,68,1118715070
validation,257841043574753,3,tier1,2,128,low,0.1,69,2632061845
validation,257841043574753,3,tier1,2,128,low,0.1,70,1528922541
validation,257841043574753,3,tier1,2,128,low,0.1,71,4232478768
validation,257841043574753,3,tier1,2,128,low,0.1,72,2103917719
validation,257841043574753,3,tier1,2,128,low,0.1,73,435256422
validation,257841043574753,3,tier1,2,128,low,0.1,74,3812413482
validation,257841043574753,3,tier1,2,128,low,0.1,75,1407597242
validation,257841043574753,3,tier1,2,128,low,0.1,76,2648384271
validation,257841043574753,3,tier1,2,128,low,0.1,77,1977930714
validation,257841043574753,3,tier1,2,128,low,0.1,78,4232715585
validation,257841043574753,3,tier1,2,128,low,0.1,79,1893769155
validation,257841043574753,3,tier1,2,128,low,0.1,80,182120120
validation,257841043574753,3,tier1,2,128,low,0.1,81,2662547276
validation,257841043574753,3,tier1,2,128,low,0.1,82,3767979781
validation,257841043574753,3,tier1,2,128,low,0.1,83,228693679
validation,257841043574753,3,tier1,2,128,low,0.1,84,2657996292
validation,257841043574753,3,tier1,2,128,low,0.1,85,565866094
validation,257841043574753,3,tier1,2,128,low,0.1,86,279922555
validation,257841043574753,3,tier1,2,128,low,0.1,87,3831682446
validation,257841043574753,3,tier1,2,128,low,0.1,88,1576351757
validation,257841043574753,3,tier1,2,128,low,0.1,89,1838427395
validation,257841043574753,3,tier1,2,128,low,0.1,90,2833411811
validation,257841043574753,3,tier1,2,128,low,0.1,91,2474504419
validation,257841043574753,3,tier1,2,128,low,0.1,92,527902443
validation,257841043574753,3,tier1,2,128,low,0.1,93,47913707
validation,257841043574753,3,tier1,2,128,low,0.1,94,430747473
validation,257841043574753,3,tier1,2,128,low,0.1,95,3828057463
validation,257841043574753,3,tier1,2,128,low,0.1,96,3540435688
validation,257841043574753,3,tier1,2,128,low,0.1,97,1962494448
validation,257841043574753,3,tier1,2,128,low,0.1,98,1380374495
validation,257841043574753,3,tier1,2,128,low,0.1,99,19320664
validation,257841043574753,3,tier1,2,128,low,0.1,100,860446502
validation,257841043574753,3,tier1,2,128,low,0.1,101,1074401699
validation,257841043574753,3,tier1,2,128,low,0.1,102,904729762
validation,257841043574753,3,tier1,2,128,low,0.1,103,3619482058
validation,257841043574753,3,tier1,2,128,low,0.1,104,464427986
validation,257841043574753,3,tier1,2,128,low,0.1,105,1269223814
validation,257841043574753,3,tier1,2,128,low,0.1,106,362064195
validation,257841043574753,3,tier1,2,128,low,0.1,107,2115354867
validation,257841043574753,3,tier1,2,128,low,0.1,108,3271011325
validation,257841043574753,3,tier1,2,128,low,0.1,109,4271060694
validation,257841043574753,3,tier1,2,128,low,0.1,110,2363168648
validation,257841043574753,3,tier1,2,128,low,0.1,111,600235478
validation,257841043574753,3,tier1,2,128,low,0.1,112,4245272047
validation,257841043574753,3,tier1,2,128,low,0.1,113,2174877670
validation,257841043574753,3,tier1,2,128,low,0.1,114,4271982259
validation,257841043574753,3,tier1,2,128,low,0.1,115,1691620759
validation,257841043574753,3,tier1,2,128,low,0.1,116,3657981677
validation,257841043574753,3,tier1,2,128,low,0.1,117,1207531117
validation,257841043574753,3,tier1,2,128,low,0.1,118,193283893
validation,257841043574753,3,tier1,2,128,low,0.1,119,1587840427
validation,257841043574753,3,tier1,2,128,low,0.1,120,2429967679
validation,257841043574753,3,tier1,2,128,low,0.1,121,229240000
validation,257841043574753,3,tier1,2,128,low,0.1,122,3948301346
validation,257841043574753,3,tier1,2,128,low,0.1,123,794229185
validation,257841043574753,3,tier1,2,128,low,0.1,124,1624121150
validation,257841043574753,3,tier1,2,128,low,0.1,125,1234585408
validation,257841043574753,3,tier1,2,128,low,0.1,126,453282175
validation,257841043574753,3,tier1,2,128,low,0.1,127,1264939921
validation,257841043574753,3,tier1,2,128,low,0.1,128,2824700858
validation,257841043574753,3,tier1,2,128,low,0.1,129,3919101162
validation,257841043574753,3,tier1,2,128,low,0.1,130,4279906096
validation,257841043574753,3,tier1,2,128,low,0.1,131,2009306005
validation,257841043574753,3,tier1,2,128,low,0.1,132,2236999896
validation,257841043574753,3,tier1,2,128,low,0.1,133,2763478659
validation,257841043574753,3,tier1,2,128,low,0.1,134,2425268762
validation,257841043574753,3,tier1,2,128,low,0.1,135,1520042852
validation,257841043574753,3,tier1,2,128,low,0.1,136,1353549358
validation,257841043574753,3,tier1,2,128,low,0.1,137,1414202819
validation,257841043574753,3,tier1,2,128,low,0.1,138,1739564160
validation,257841043574753,3,tier1,2,128,low,0.1,139,3287443752
validation,257841043574753,3,tier1,2,128,low,0.1,140,2976625205
validation,257841043574753,3,tier1,2,128,low,0.1,141,2033937973
validation,257841043574753,3,tier1,2,128,low,0.1,142,3465698521
validation,257841043574753,3,tier1,2,128,low,0.1,143,1780291703
validation,257841043574753,3,tier1,2,128,low,0.1,144,1256690837
validation,257841043574753,3,tier1,2,128,low,0.1,145,452452025
validation,257841043574753,3,tier1,2,128,low,0.1,146,2417290285
validation,257841043574753,3,tier1,2,128,low,0.1,147,598103686
validation,257841043574753,3,tier1,2,128,low,0.1,148,1440881185
validation,257841043574753,3,tier1,2,128,low,0.1,149,3197413896
validation,257841043574753,3,tier1,2,128,low,0.1,150,144337099
validation,257841043574753,3,tier1,2,128,low,0.1,151,1303692525
validation,257841043574753,3,tier1,2,128,low,0.1,152,266869710
validation,257841043574753,3,tier1,2,128,low,0.1,153,3309020167
validation,257841043574753,3,tier1,2,128,low,0.1,154,3172078435
validation,257841043574753,3,tier1,2,128,low,0.1,155,4221496752
validation,257841043574753,3,tier1,2,128,low,0.1,156,859216386
validation,257841043574753,3,tier1,2,128,low,0.1,157,1463492299
validation,257841043574753,3,tier1,2,128,low,0.1,158,1007753415
validation,257841043574753,3,tier1,2,128,low,0.1,159,1582222361
validation,257841043574753,3,tier1,2,128,low,0.1,160,3670450350
validation,257841043574753,3,tier1,2,128,low,0.1,161,3942108349
validation,257841043574753,3,tier1,2,128,low,0.1,162,3808580862
validation,257841043574753,3,tier1,2,128,low,0.1,163,1596149475
validation,257841043574753,3,tier1,2,128,low,0.1,164,396842920
validation,257841043574753,3,tier1,2,128,low,0.1,165,343238500
validation,257841043574753,3,tier1,2,128,low,0.1,166,2943226902
validation,257841043574753,3,tier1,2,128,low,0.1,167,2124228202
validation,257841043574753,3,tier1,2,128,low,0.1,168,969626500
validation,257841043574753,3,tier1,2,128,low,0.1,169,318037253
validation,257841043574753,3,tier1,2,128,low,0.1,170,738744959
validation,257841043574753,3,tier1,2,128,low,0.1,171,1823733608
validation,257841043574753,3,tier1,2,128,low,0.1,172,62496445
validation,257841043574753,3,tier1,2,128,low,0.1,173,617585447
validation,257841043574753,3,tier1,2,128,low,0.1,174,1054179632
validation,257841043574753,3,tier1,2,128,low,0.1,175,2779906045
validation,257841043574753,3,tier1,2,128,low,0.1,176,536035205
validation,257841043574753,3,tier1,2,128,low,0.1,177,173501208
validation,257841043574753,3,tier1,2,128,low,0.1,178,3074531694
validation,257841043574753,3,tier1,2,128,low,0.1,179,3789088388
validation,257841043574753,3,tier1,2,128,low,0.1,180,3530070516
validation,257841043574753,3,tier1,2,128,low,0.1,181,2715710127
validation,257841043574753,3,tier1,2,128,low,0.1,182,509516855
validation,257841043574753,3,tier1,2,128,low,0.1,183,2174969480
validation,257841043574753,3,tier1,2,128,low,0.1,184,3980648240
validation,257841043574753,3,tier1,2,128,low,0.1,185,3711646327
validation,257841043574753,3,tier1,2,128,low,0.1,186,1668099638
validation,257841043574753,3,tier1,2,128,low,0.1,187,1164003532
validation,257841043574753,3,tier1,2,128,low,0.1,188,1848787426
validation,257841043574753,3,tier1,2,128,low,0.1,189,988179383
validation,257841043574753,3,tier1,2,128,low,0.1,190,1973948695
validation,257841043574753,3,tier1,2,128,low,0.1,191,1546666299
validation,257841043574753,3,tier1,2,128,low,0.1,192,1695662547
validation,257841043574753,3,tier1,2,128,low,0.1,193,880533604
validation,257841043574753,3,tier1,2,128,low,0.1,194,3546052967
validation,257841043574753,3,tier1,2,128,low,0.1,195,1041639387
validation,257841043574753,3,tier1,2,128,low,0.1,196,3811272400
validation,257841043574753,3,tier1,2,128,low,0.1,197,2839048817
validation,257841043574753,3,tier1,2,128,low,0.1,198,2212143327
validation,257841043574753,3,tier1,2,128,low,0.1,199,1193559680
validation,257841043574753,3,tier1,2,128,low,0.1,200,3302867791
validation,257841043574753,3,tier1,2,128,low,0.1,201,3846099579
validation,257841043574753,3,tier1,2,128,low,0.1,202,60472102
validation,257841043574753,3,tier1,2,128,low,0.1,203,303605167
validation,257841043574753,3,tier1,2,128,low,0.1,204,211759409
validation,257841043574753,3,tier1,2,128,low,0.1,205,1397677413
validation,257841043574753,3,tier1,2,128,low,0.1,206,2001316412
validation,257841043574753,3,tier1,2,128,low,0.1,207,2479040435
validation,257841043574753,3,tier1,2,128,low,0.1,208,169627855
validation,257841043574753,3,tier1,2,128,low,0.1,209,1793481623
validation,257841043574753,3,tier1,2,128,low,0.1,210,2844357447
validation,257841043574753,3,tier1,2,128,low,0.1,211,2256217267
validation,257841043574753,3,tier1,2,128,low,0.1,212,2206826764
validation,257841043574753,3,tier1,2,128,low,0.1,213,1982859568
validation,257841043574753,3,tier1,2,128,low,0.1,214,1565047767
validation,257841043574753,3,tier1,2,128,low,0.1,215,66005499
validation,257841043574753,3,tier1,2,128,low,0.1,216,69273925
validation,257841043574753,3,tier1,2,128,low,0.1,217,2964276024
validation,257841043574753,3,tier1,2,128,low,0.1,218,1359521309
validation,257841043574753,3,tier1,2,128,low,0.1,219,3252413175
validation,257841043574753,3,tier1,2,128,low,0.1,220,515548586
validation,257841043574753,3,tier1,2,128,low,0.1,221,773885035
validation,257841043574753,3,tier1,2,128,low,0.1,222,56697787
validation,257841043574753,3,tier1,2,128,low,0.1,223,3754046247
validation,257841043574753,3,tier1,2,128,low,0.1,224,1781970775
validation,257841043574753,3,tier1,2,128,low,0.1,225,3937747814
validation,257841043574753,3,tier1,2,128,low,0.1,226,3893575553
validation,257841043574753,3,tier1,2,128,low,0.1,227,2164851961
validation,257841043574753,3,tier1,2,128,low,0.1,228,1919820927
validation,257841043574753,3,tier1,2,128,low,0.1,229,1740020054
validation,257841043574753,3,tier1,2,128,low,0.1,230,3507680479
validation,257841043574753,3,tier1,2,128,low,0.1,231,2012073664
validation,257841043574753,3,tier1,2,128,low,0.1,232,2005042108
validation,257841043574753,3,tier1,2,128,low,0.1,233,254404794
validation,257841043574753,3,tier1,2,128,low,0.1,234,3435037246
validation,257841043574753,3,tier1,2,128,low,0.1,235,3634206863
validation,257841043574753,3,tier1,2,128,low,0.1,236,2334812377
validation,257841043574753,3,tier1,2,128,low,0.1,237,3280988659
validation,257841043574753,3,tier1,2,128,low,0.1,238,2097845996
validation,257841043574753,3,tier1,2,128,low,0.1,239,632016854
validation,257841043574753,3,tier1,2,128,low,0.1,240,4225413742
validation,257841043574753,3,tier1,2,128,low,0.1,241,190009463
validation,257841043574753,3,tier1,2,128,low,0.1,242,158446390
validation,257841043574753,3,tier1,2,128,low,0.1,243,78563719
validation,257841043574753,3,tier1,2,128,low,0.1,244,1348532473
validation,257841043574753,3,tier1,2,128,low,0.1,245,1138663846
validation,257841043574753,3,tier1,2,128,low,0.1,246,458096062
validation,257841043574753,3,tier1,2,128,low,0.1,247,3079220083
validation,257841043574753,3,tier1,2,128,low,0.1,248,663390772
validation,257841043574753,3,tier1,2,128,low,0.1,249,2401754027
validation,257841043574753,3,tier1,2,128,low,0.1,250,2860635119
validation,257841043574753,3,tier1,2,128,low,0.1,251,3929452237
validation,257841043574753,3,tier1,2,128,low,0.1,252,1697146743
validation,257841043574753,3,tier1,2,128,low,0.1,253,3094797629
validation,257841043574753,3,tier1,2,128,low,0.1,254,830356859
validation,257841043574753,3,tier1,2,128,low,0.1,255,1371787838
validation,257841043574753,3,tier1,2,128,low,0.1,256,2723971297
validation,257841043574753,3,tier1,2,128,low,0.1,257,3701624269
validation,257841043574753,3,tier1,2,128,low,0.1,258,369887530
validation,257841043574753,3,tier1,2,128,low,0.1,259,428047874
validation,257841043574753,3,tier1,2,128,low,0.1,260,1036398236
validation,257841043574753,3,tier1,2,128,low,0.1,261,1978903584
validation,257841043574753,3,tier1,2,128,low,0.1,262,4006083882
validation,257841043574753,3,tier1,2,128,low,0.1,263,4057070468
validation,257841043574753,3,tier1,2,128,low,0.1,264,3085505275
validation,257841043574753,3,tier1,2,128,low,0.1,265,367428063
validation,257841043574753,3,tier1,2,128,low,0.1,266,41433733
validation,257841043574753,3,tier1,2,128,low,0.1,267,3751815418
validation,257841043574753,3,tier1,2,128,low,0.1,268,2429615851
validation,257841043574753,3,tier1,2,128,low,0.1,269,3237106427
validation,257841043574753,3,tier1,2,128,low,0.1,270,2759315776
validation,257841043574753,3,tier1,2,128,low,0.1,271,1284459685
validation,257841043574753,3,tier1,2,128,low,0.1,272,3343754043
validation,257841043574753,3,tier1,2,128,low,0.1,273,834766625
validation,257841043574753,3,tier1,2,128,low,0.1,274,3809803932
validation,257841043574753,3,tier1,2,128,low,0.1,275,203298246
validation,257841043574753,3,tier1,2,128,low,0.1,276,1611532397
validation,257841043574753,3,tier1,2,128,low,0.1,277,3859785723
validation,257841043574753,3,tier1,2,128,low,0.1,278,1324028203
validation,257841043574753,3,tier1,2,128,low,0.1,279,2572341852
validation,257841043574753,3,tier1,2,128,low,0.1,280,4033318735
validation,257841043574753,3,tier1,2,128,low,0.1,281,584271525
validation,257841043574753,3,tier1,2,128,low,0.1,282,2015642529
validation,257841043574753,3,tier1,2,128,low,0.1,283,3091395542
validation,257841043574753,3,tier1,2,128,low,0.1,284,3441159420
validation,257841043574753,3,tier1,2,128,low,0.1,285,3661163360
validation,257841043574753,3,tier1,2,128,low,0.1,286,4062293922
validation,257841043574753,3,tier1,2,128,low,0.1,287,1404109746
validation,257841043574753,3,tier1,2,128,low,0.1,288,3062208338
validation,257841043574753,3,tier1,2,128,low,0.1,289,3499462044
validation,257841043574753,3,tier1,2,128,low,0.1,290,3533922890
validation,257841043574753,3,tier1,2,128,low,0.1,291,3397584158
validation,257841043574753,3,tier1,2,128,low,0.1,292,466922126
validation,257841043574753,3,tier1,2,128,low,0.1,293,3356615345
validation,257841043574753,3,tier1,2,128,low,0.1,294,65464448
validation,257841043574753,3,tier1,2,128,low,0.1,295,3486067721
validation,257841043574753,3,tier1,2,128,low,0.1,296,2196266457
validation,257841043574753,3,tier1,2,128,low,0.1,297,64843093
validation,257841043574753,3,tier1,2,128,low,0.1,298,382097796
validation,257841043574753,3,tier1,2,128,low,0.1,299,826740349
validation,257841043574753,3,tier1,2,128,low,0.1,300,2582018677
validation,257841043574753,3,tier1,2,128,low,0.1,301,3265921175
validation,257841043574753,3,tier1,2,128,low,0.1,302,359478423
validation,257841043574753,3,tier1,2,128,low,0.1,303,680853558
validation,257841043574753,3,tier1,2,128,low,0.1,304,2494159724
validation,257841043574753,3,tier1,2,128,low,0.1,305,1709815861
validation,257841043574753,3,tier1,2,128,low,0.1,306,2111780112
validation,257841043574753,3,tier1,2,128,low,0.1,307,4232548572
validation,257841043574753,3,tier1,2,128,low,0.1,308,1323080626
validation,257841043574753,3,tier1,2,128,low,0.1,309,515149254
validation,257841043574753,3,tier1,2,128,low,0.1,310,2941183537
validation,257841043574753,3,tier1,2,128,low,0.1,311,940300343
validation,257841043574753,3,tier1,2,128,low,0.1,312,2029464170
validation,257841043574753,3,tier1,2,128,low,0.1,313,3837535800
validation,257841043574753,3,tier1,2,128,low,0.1,314,1411774166
validation,257841043574753,3,tier1,2,128,low,0.1,315,1903896152
validation,257841043574753,3,tier1,2,128,low,0.1,316,390163505
validation,257841043574753,3,tier1,2,128,low,0.1,317,524638430
validation,257841043574753,3,tier1,2,128,low,0.1,318,2454499140
validation,257841043574753,3,tier1,2,128,low,0.1,319,1634341885
validation,257841043574753,3,tier1,2,128,low,0.1,320,2383407593
validation,257841043574753,3,tier1,2,128,low,0.1,321,1345860591
validation,257841043574753,3,tier1,2,128,low,0.1,322,417210346
validation,257841043574753,3,tier1,2,128,low,0.1,323,108400138
validation,257841043574753,3,tier1,2,128,low,0.1,324,2202538619
validation,257841043574753,3,tier1,2,128,low,0.1,325,754368887
validation,257841043574753,3,tier1,2,128,low,0.1,326,2859916539
validation,257841043574753,3,tier1,2,128,low,0.1,327,771702030
validation,257841043574753,3,tier1,2,128,low,0.1,328,1442445398
validation,257841043574753,3,tier1,2,128,low,0.1,329,3624627752
validation,257841043574753,3,tier1,2,128,low,0.1,330,744064076
validation,257841043574753,3,tier1,2,128,low,0.1,331,3832464471
validation,257841043574753,3,tier1,2,128,low,0.1,332,3399987214
validation,257841043574753,3,tier1,2,128,low,0.1,333,3828662403
validation,257841043574753,3,tier1,2,128,low,0.1,334,3887535513
validation,257841043574753,3,tier1,2,128,low,0.1,335,2713513348
validation,257841043574753,3,tier1,2,128,low,0.1,336,3608892248
validation,257841043574753,3,tier1,2,128,low,0.1,337,1617823947
validation,257841043574753,3,tier1,2,128,low,0.1,338,2638154557
validation,257841043574753,3,tier1,2,128,low,0.1,339,662828020
validation,257841043574753,3,tier1,2,128,low,0.1,340,3037806151
validation,257841043574753,3,tier1,2,128,low,0.1,341,1612256499
validation,257841043574753,3,tier1,2,128,low,0.1,342,3911708649
validation,257841043574753,3,tier1,2,128,low,0.1,343,2150365572
validation,257841043574753,3,tier1,2,128,low,0.1,344,2702210221
validation,257841043574753,3,tier1,2,128,low,0.1,345,3541901359
validation,257841043574753,3,tier1,2,128,low,0.1,346,309793606
validation,257841043574753,3,tier1,2,128,low,0.1,347,3366467817
validation,257841043574753,3,tier1,2,128,low,0.1,348,4190795085
validation,257841043574753,3,tier1,2,128,low,0.1,349,115205781
validation,257841043574753,3,tier1,2,128,low,0.1,350,572147841
validation,257841043574753,3,tier1,2,128,low,0.1,351,3593555678
validation,257841043574753,3,tier1,2,128,low,0.1,352,3516711723
validation,257841043574753,3,tier1,2,128,low,0.1,353,1441332787
validation,257841043574753,3,tier1,2,128,low,0.1,354,3278483990
validation,257841043574753,3,tier1,2,128,low,0.1,355,47449961
validation,257841043574753,3,tier1,2,128,low,0.1,356,2225175002
validation,257841043574753,3,tier1,2,128,low,0.1,357,3869534162
validation,257841043574753,3,tier1,2,128,low,0.1,358,2769564101
validation,257841043574753,3,tier1,2,128,low,0.1,359,4223838219
validation,257841043574753,3,tier1,2,128,low,0.1,360,1136264077
validation,257841043574753,3,tier1,2,128,low,0.1,361,3810086505
validation,257841043574753,3,tier1,2,128,low,0.1,362,3897780272
validation,257841043574753,3,tier1,2,128,low,0.1,363,2907825363
validation,257841043574753,3,tier1,2,128,low,0.1,364,257588804
validation,257841043574753,3,tier1,2,128,low,0.1,365,1127612508
validation,257841043574753,3,tier1,2,128,low,0.1,366,4265987546
validation,257841043574753,3,tier1,2,128,low,0.1,367,614817931
validation,257841043574753,3,tier1,2,128,low,0.1,368,1913568493
validation,257841043574753,3,tier1,2,128,low,0.1,369,3049195654
validation,257841043574753,3,tier1,2,128,low,0.1,370,600533113
validation,257841043574753,3,tier1,2,128,low,0.1,371,2604097720
validation,257841043574753,3,tier1,2,128,low,0.1,372,4250159890
validation,257841043574753,3,tier1,2,128,low,0.1,373,3793746765
validation,257841043574753,3,tier1,2,128,low,0.1,374,1971893512
validation,257841043574753,3,tier1,2,128,low,0.1,375,1057335864
validation,257841043574753,3,tier1,2,128,low,0.1,376,1014255711
validation,257841043574753,3,tier1,2,128,low,0.1,377,3764190764
validation,257841043574753,3,tier1,2,128,low,0.1,378,2182360020
validation,257841043574753,3,tier1,2,128,low,0.1,379,2101940216
validation,257841043574753,3,tier1,2,128,low,0.1,380,3417773384
validation,257841043574753,3,tier1,2,128,low,0.1,381,3772578853
validation,257841043574753,3,tier1,2,128,low,0.1,382,663192565
validation,257841043574753,3,tier1,2,128,low,0.1,383,816700849
validation,257841043574753,3,tier1,2,128,low,0.1,384,282688175
validation,257841043574753,3,tier1,2,128,low,0.1,385,154123225
validation,257841043574753,3,tier1,2,128,low,0.1,386,3251947385
validation,257841043574753,3,tier1,2,128,low,0.1,387,2320828743
validation,257841043574753,3,tier1,2,128,low,0.1,388,572222863
validation,257841043574753,3,tier1,2,128,low,0.1,389,2066993448
validation,257841043574753,3,tier1,2,128,low,0.1,390,835918842
validation,257841043574753,3,tier1,2,128,low,0.1,391,149585971
validation,257841043574753,3,tier1,2,128,low,0.1,392,3707779444
validation,257841043574753,3,tier1,2,128,low,0.1,393,3060457765
validation,257841043574753,3,tier1,2,128,low,0.1,394,3969830384
validation,257841043574753,3,tier1,2,128,low,0.1,395,3986949736
validation,257841043574753,3,tier1,2,128,low,0.1,396,1828666572
validation,257841043574753,3,tier1,2,128,low,0.1,397,3384251531
validation,257841043574753,3,tier1,2,128,low,0.1,398,2028393388
validation,257841043574753,3,tier1,2,128,low,0.1,399,1652110306
validation,257841043574753,3,tier1,2,128,low,0.1,400,3385423
validation,257841043574753,3,tier1,2,128,low,0.1,401,235235765
validation,257841043574753,3,tier1,2,128,low,0.1,402,646503694
validation,257841043574753,3,tier1,2,128,low,0.1,403,1572073645
validation,257841043574753,3,tier1,2,128,low,0.1,404,1869339074
validation,257841043574753,3,tier1,2,128,low,0.1,405,817830350
validation,257841043574753,3,tier1,2,128,low,0.1,406,2137849394
validation,257841043574753,3,tier1,2,128,low,0.1,407,3098257797
validation,257841043574753,3,tier1,2,128,low,0.1,408,2710977235
validation,257841043574753,3,tier1,2,128,low,0.1,409,425946980
validation,257841043574753,3,tier1,2,128,low,0.1,410,2740683489
validation,257841043574753,3,tier1,2,128,low,0.1,411,1690108228
validation,257841043574753,3,tier1,2,128,low,0.1,412,3967336095
validation,257841043574753,3,tier1,2,128,low,0.1,413,3980635995
validation,257841043574753,3,tier1,2,128,low,0.1,414,701780866
validation,257841043574753,3,tier1,2,128,low,0.1,415,2811686934
validation,257841043574753,3,tier1,2,128,low,0.1,416,736954242
validation,257841043574753,3,tier1,2,128,low,0.1,417,4162066686
validation,257841043574753,3,tier1,2,128,low,0.1,418,1567911541
validation,257841043574753,3,tier1,2,128,low,0.1,419,2018196367
validation,257841043574753,3,tier1,2,128,low,0.1,420,1435012544
validation,257841043574753,3,tier1,2,128,low,0.1,421,4225063471
validation,257841043574753,3,tier1,2,128,low,0.1,422,1481049935
validation,257841043574753,3,tier1,2,128,low,0.1,423,2218852154
validation,257841043574753,3,tier1,2,128,low,0.1,424,3123653385
validation,257841043574753,3,tier1,2,128,low,0.1,425,4127667828
validation,257841043574753,3,tier1,2,128,low,0.1,426,1189941200
validation,257841043574753,3,tier1,2,128,low,0.1,427,3927481528
validation,257841043574753,3,tier1,2,128,low,0.1,428,4053562135
validation,257841043574753,3,tier1,2,128,low,0.1,429,2185017887
validation,257841043574753,3,tier1,2,128,low,0.1,430,1971544011
validation,257841043574753,3,tier1,2,128,low,0.1,431,3877240007
validation,257841043574753,3,tier1,2,128,low,0.1,432,3994766896
validation,257841043574753,3,tier1,2,128,low,0.1,433,1072254539
validation,257841043574753,3,tier1,2,128,low,0.1,434,2766389018
validation,257841043574753,3,tier1,2,128,low,0.1,435,1110340733
validation,257841043574753,3,tier1,2,128,low,0.1,436,1720197356
validation,257841043574753,3,tier1,2,128,low,0.1,437,1263109477
validation,257841043574753,3,tier1,2,128,low,0.1,438,4217693479
validation,257841043574753,3,tier1,2,128,low,0.1,439,909534412
validation,257841043574753,3,tier1,2,128,low,0.1,440,967156383
validation,257841043574753,3,tier1,2,128,low,0.1,441,3563389855
validation,257841043574753,3,tier1,2,128,low,0.1,442,2782552491
validation,257841043574753,3,tier1,2,128,low,0.1,443,757784863
validation,257841043574753,3,tier1,2,128,low,0.1,444,1684558940
validation,257841043574753,3,tier1,2,128,low,0.1,445,3200519492
validation,257841043574753,3,tier1,2,128,low,0.1,446,4201436810
validation,257841043574753,3,tier1,2,128,low,0.1,447,1325046707
validation,257841043574753,3,tier1,2,128,low,0.1,448,2485013588
validation,257841043574753,3,tier1,2,128,low,0.1,449,955703419
validation,257841043574753,3,tier1,2,128,low,0.1,450,3132960423
validation,257841043574753,3,tier1,2,128,low,0.1,451,3913311054
validation,257841043574753,3,tier1,2,128,low,0.1,452,1192761722
validation,257841043574753,3,tier1,2,128,low,0.1,453,1108017074
validation,257841043574753,3,tier1,2,128,low,0.1,454,2031022909
validation,257841043574753,3,tier1,2,128,low,0.1,455,2008091407
validation,257841043574753,3,tier1,2,128,low,0.1,456,2873159257
validation,257841043574753,3,tier1,2,128,low,0.1,457,385965173
validation,257841043574753,3,tier1,2,128,low,0.1,458,2749072329
validation,257841043574753,3,tier1,2,128,low,0.1,459,4014226243
validation,257841043574753,3,tier1,2,128,low,0.1,460,173182743
validation,257841043574753,3,tier1,2,128,low,0.1,461,4149746900
validation,257841043574753,3,tier1,2,128,low,0.1,462,3145986483
validation,257841043574753,3,tier1,2,128,low,0.1,463,689437425
validation,257841043574753,3,tier1,2,128,low,0.1,464,2407062721
